Designator,Mid X,Mid Y,Layer,Rotation
C1, 4.45,17.78,Top,90.0
C52, 5.08, 5.71,Top,0.0
C53, 5.08,13.34,Top,180.0
C68,10.16,15.88,Top,180.0
C69, 5.08, 9.53,Top,0.0
C70,10.16, 7.62,Top,180.0
C71, 5.08, 1.91,Top,0.0
R1, 6.35,17.78,Top,90.0
R56, 5.08,11.43,Top,0.0
R63, 5.08, 3.81,Top,180.0
R74, 8.89,13.97,Top,180.0
R75, 8.89, 5.71,Top,180.0
R76, 5.08,15.24,Top,180.0
R77, 5.08, 7.62,Top,180.0
TR8, 8.89, 2.54,Top,90.0
TR9, 8.89,10.79,Top,90.0
